1,광진구 중곡동,대원국제중학교,164명,100.00%,100.00%,100.00%,100.00%,27.10%,44명,162명
,,,,,,,,,(0명/1명),
192,노원구 중계동,중원중학교,294명,78.80%,89.80%,72.80%,73.80%,3.00%,6명,197명
,,,,,,,,,(0명/6명),
193,구로구 고척동,고척중학교,413명,78.60%,87.10%,75.30%,73.40%,1.80%,6명,320명
,,,,,,,,,(0명/6명),
194,성동구 마장동,마장중학교,157명,78.50%,89.80%,76.40%,69.40%,0.80%,1명,116명
,,,,,,,,,(0명/1명),
195,노원구 월계동,광운중학교,164명,78.40%,87.20%,76.80%,71.30%,2.00%,3명,147명
,,,,,,,,,(1명/2명),
196,금천구 독산동,안천중학교,176명,78.40%,90.90%,76.70%,67.60%,0.00%,0명,136명
,,,,,,,,,(0명/0명),
197,광진구 구의동,동국대학교사범대학부속여자중학교,204명,78.20%,92.60%,80.90%,61.30%,0.70%,1명,129명
,,,,,,,,,(0명/1명),
198,동대문구 전농동,전일중학교,185명,78.20%,89.70%,73.50%,71.40%,1.30%,2명,146명
,,,,,,,,,(0명/2명),
199,서초구 양재동,언남중학교,184명,78.00%,90.20%,73.90%,70.10%,0.00%,0명,122명
,,,,,,,,,(0명/0명),
200,강동구 상일동,상일여자중학교,101명,77.90%,89.10%,73.30%,71.30%,4.60%,3명,64명
,,,,,,,,,(0명/3명),
201,관악구 신림동,삼성중학교,143명,77.80%,90.20%,72.70%,70.60%,3.10%,3명,94명
,,,,,,,,,(2명/1명),
202,강동구 강일동,강동중학교,200명,77.80%,88.50%,75.50%,69.50%,2.60%,5명,191명
,,,,,,,,,(0명/5명),
203,종로구 송현동,덕성여자중학교,84명,77.80%,92.90%,73.80%,66.70%,0.00%,0명,57명
,,,,,,,,,(0명/0명),
204,강서구 등촌동,등원중학교,150명,77.80%,86.00%,76.70%,70.70%,1.00%,1명,93명
,,,,,,,,,(0명/1명),
205,동작구 상도동,국사봉중학교,158명,77.60%,89.90%,75.30%,67.70%,0.00%,0명,104명
,,,,,,,,,(0명/0명),
206,동작구 상도동,장승중학교,248명,77.50%,88.30%,76.30%,67.90%,1.80%,4명,215명
,,,,,,,,,(1명/3명),
207,성북구 종암1동,종암중학교,247명,77.40%,89.10%,75.30%,68.00%,3.20%,7명,217명
,,,,,,,,,(0명/7명),
208,노원구 중계동,재현중학교,259명,77.40%,88.80%,74.10%,69.50%,1.20%,2명,163명
,,,,,,,,,(1명/1명),
209,관악구 신림동,광신중학교,136명,77.40%,90.40%,75.00%,66.90%,0.90%,1명,107명
,,,,,,,,,(0명/1명),
210,관악구 봉천동,봉원중학교,200명,77.40%,88.00%,73.10%,71.10%,0.50%,1명,182명
,,,,,,,,,(1명/0명),
211,은평구 갈현2동,대성중학교,286명,77.20%,88.80%,72.00%,71.00%,0.00%,0명,168명
,,,,,,,,,(0명/0명),
212,노원구 상계동,온곡중학교,251명,77.20%,88.80%,74.50%,68.50%,0.50%,1명,179명
,,,,,,,,,(0명/1명),
213,은평구 구산동,예일여자중학교,247명,77.00%,91.90%,74.50%,64.80%,2.70%,6명,217명
,,,,,,,,,(0명/6명),
214,성동구 마장동,동마중학교,166명,76.90%,86.80%,74.70%,69.30%,2.10%,3명,137명
,,,,,,,,,(1명/2명),
215,마포구 노고산동,창천중학교,127명,76.90%,88.20%,77.90%,64.60%,2.00%,2명,100명
,,,,,,,,,(0명/2명),
216,중구 신당동,장원중학교,91명,76.90%,93.40%,79.10%,58.20%,1.30%,1명,74명
,,,,,,,,,(0명/1명),
217,광진구 자양동,광양중학교,186명,76.80%,90.30%,74.30%,65.80%,1.90%,3명,151명
,,,,,,,,,(0명/3명),
218,서대문구 충정로2가,인창중학교,160명,76.60%,86.20%,73.10%,70.60%,2.70%,3명,110명
,,,,,,,,,(2명/1명),
219,강서구 등촌동,마포중학교,216명,76.60%,87.00%,68.20%,74.70%,5.10%,6명,116명
,,,,,,,,,(3명/3명),
220,구로구 개봉동,경인중학교,227명,76.30%,88.10%,73.60%,67.40%,1.20%,2명,163명
,,,,,,,,,(0명/2명),
221,광진구 자양동,광진중학교,166명,76.10%,89.80%,72.90%,65.70%,0.00%,0명,99명
,,,,,,,,,(0명/0명),
222,강서구 방화동,방원중학교,152명,76.10%,86.90%,73.70%,67.80%,0.00%,0명,117명
,,,,,,,,,(0명/0명),
223,서대문구 연희동,서연중학교,185명,76.10%,88.10%,73.10%,67.20%,2.80%,3명,104명
,,,,,,,,,(1명/2명),
224,송파구 오금동,오주중학교,254명,76.00%,88.20%,75.60%,64.20%,0.00%,0명,146명
,,,,,,,,,(0명/0명),
225,마포구 합정동,성산중학교,270명,75.90%,88.20%,72.20%,67.40%,1.00%,2명,186명
,,,,,,,,,(0명/2명),
226,강동구 고덕동,배재중학교,277명,75.80%,84.50%,74.40%,68.60%,1.90%,5명,263명
,,,,,,,,,(4명/1명),
227,중랑구 묵동,태릉중학교,159명,75.40%,86.80%,70.40%,69.20%,1.60%,2명,118명
,,,,,,,,,(0명/2명),
228,강북구 수유3동,강북중학교,187명,75.20%,89.80%,72.20%,63.60%,5.40%,7명,129명
,,,,,,,,,(3명/4명),
229,동대문구 회기동,경희중학교,224명,75.10%,91.10%,69.60%,64.70%,0.60%,1명,154명
,,,,,,,,,(0명/1명),
230,도봉구 창동,창북중학교,232명,75.10%,87.50%,69.80%,68.10%,1.60%,3명,177명
,,,,,,,,,(0명/3명),
231,용산구 서계동,배문중학교,182명,75.10%,88.50%,65.40%,71.40%,1.20%,1명,80명
,,,,,,,,,(0명/1명),
232,강북구 미아동,성암여자중학교,227명,75.00%,91.60%,70.90%,62.60%,0.60%,1명,148명
,,,,,,,,,(0명/1명),
233,동작구 대방동,영등포중학교,88명,75.00%,89.80%,79.60%,55.70%,0.00%,0명,74명
,,,,,,,,,(0명/0명),
234,은평구 불광동,불광중학교,242명,74.90%,86.40%,70.70%,67.80%,2.50%,5명,199명
,,,,,,,,,(0명/5명),
235,마포구 성산동,성사중학교,224명,74.80%,89.30%,71.90%,63.40%,1.60%,2명,123명
,,,,,,,,,(0명/2명),
236,관악구 신림동,미성중학교,191명,74.80%,89.50%,69.60%,65.40%,0.00%,0명,147명
,,,,,,,,,(0명/0명),
237,송파구 오금동,오금중학교,222명,74.80%,91.00%,71.20%,62.20%,0.60%,1명,164명
,,,,,,,,,(0명/1명),
238,용산구 용산동2가,보성여자중학교,143명,74.80%,86.00%,75.50%,62.90%,0.00%,0명,96명
,,,,,,,,,(0명/0명),
239,강북구 미아동,창문여자중학교,193명,74.80%,90.20%,73.60%,60.60%,4.20%,5명,119명
,,,,,,,,,(0명/5명),
240,중랑구 망우동,혜원여자중학교,202명,74.70%,93.10%,72.30%,58.90%,0.70%,1명,128명
,,,,,,,,,(0명/1명),
241,성북구 상월곡동,월곡중학교,215명,74.70%,89.30%,72.60%,62.30%,2.70%,5명,181명
,,,,,,,,,(2명/3명),
242,마포구 아현동,아현중학교,167명,74.60%,88.60%,73.10%,62.30%,0.60%,1명,150명
,,,,,,,,,(0명/1명),
243,은평구 신사동,숭실중학교,155명,74.60%,88.40%,67.70%,67.70%,0.70%,1명,142명
,,,,,,,,,(1명/0명),
244,용산구 용산동2가,용산중학교,141명,74.40%,91.50%,68.80%,63.10%,1.50%,2명,131명
,,,,,,,,,(2명/0명),
245,강서구 공항동,공항중학교,216명,74.40%,86.60%,70.40%,66.20%,3.60%,6명,165명
,,,,,,,,,(1명/5명),
246,강북구 미아동,신일중학교,159명,74.40%,87.40%,68.50%,67.30%,0.00%,0명,86명
,,,,,,,,,(0명/0명),
247,성북구 장위동,장위중학교,229명,74.30%,85.20%,76.80%,61.10%,6.50%,14명,213명
,,,,,,,,,(2명/12명),
248,동대문구 제기동,정화여자중학교,74명,74.30%,91.90%,67.60%,63.50%,0.00%,0명,48명
,,,,,,,,,(0명/0명),
249,영등포구 영등포동,영원중학교,257명,74.20%,88.00%,68.10%,66.70%,0.00%,0명,191명
,,,,,,,,,(0명/0명),
250,강동구 둔촌동,둔촌중학교,158명,74.20%,85.40%,72.80%,64.60%,0.90%,1명,101명
,,,,,,,,,(0명/1명),
251,관악구 봉천동,관악중학교,155명,74.20%,90.30%,66.50%,65.80%,0.80%,1명,116명
,,,,,,,,,(1명/0명),
252,서대문구 북아현동,한성중학교,147명,74.10%,84.40%,72.10%,66.00%,2.00%,2명,97명
,,,,,,,,,(1명/1명),
253,노원구 월계동,염광중학교,199명,74.10%,84.90%,74.00%,63.50%,0.00%,0명,119명
,,,,,,,,,(0명/0명),
254,종로구 행촌동,대신중학교,149명,74.00%,85.20%,69.80%,67.10%,0.80%,1명,121명
,,,,,,,,,(0명/1명),
255,양천구 신월5동,신월중학교,325명,73.90%,86.20%,69.30%,66.20%,0.00%,0명,193명
,,,,,,,,,(0명/0명),
256,서대문구 남가좌동,연희중학교,291명,73.80%,86.90%,70.10%,64.60%,2.50%,7명,276명
,,,,,,,,,(1명/6명),
257,강서구 등촌동,백석중학교,320명,73.70%,86.60%,69.40%,65.30%,1.10%,2명,178명
,,,,,,,,,(0명/2명),
258,마포구 연남동,경성중학교,160명,73.50%,86.20%,70.60%,63.80%,1.00%,1명,95명
,,,,,,,,,(0명/1명),
259,서대문구 홍은동,명지중학교,247명,73.50%,87.90%,70.00%,62.70%,2.20%,5명,222명
,,,,,,,,,(0명/5명),
260,용산구 청파동3가,선린중학교,234명,73.00%,85.50%,70.50%,63.20%,1.80%,3명,161명
,,,,,,,,,(1명/2명),
261,강서구 내발산동,수명중학교,234명,73.00%,81.20%,72.30%,65.50%,1.90%,4명,202명
,,,,,,,,,(0명/4명),
262,은평구 불광동,연천중학교,175명,72.90%,86.90%,66.90%,65.10%,0.80%,1명,118명
,,,,,,,,,(1명/0명),
263,금천구 시흥동,시흥중학교,298명,72.90%,86.60%,69.40%,62.80%,0.50%,1명,175명
,,,,,,,,,(0명/1명),
264,강북구 미아동,미양중학교,206명,72.60%,84.00%,68.50%,65.50%,5.60%,9명,158명
,,,,,,,,,(0명/9명),
265,강서구 마곡동,마곡중학교,67명,72.60%,86.60%,67.20%,64.20%,1.90%,4명,202명
,,,,,,,,,(1명/3명),
266,송파구 방이동,방이중학교,203명,72.40%,84.20%,68.50%,64.50%,0.70%,1명,138명
,,,,,,,,,(1명/0명),
267,중랑구 상봉동,신현중학교,256명,72.00%,83.20%,71.10%,61.70%,1.40%,3명,213명
,,,,,,,,,(0명/3명),
268,관악구 신림동,성보중학교,233명,71.80%,86.30%,70.00%,59.20%,1.00%,2명,193명
,,,,,,,,,(2명/0명),
269,동대문구 제기동,성일중학교,116명,71.80%,83.60%,68.10%,63.80%,0.00%,0명,97명
,,,,,,,,,(0명/0명),
270,은평구 구산동,은평중학교,248명,71.60%,83.90%,71.80%,59.30%,1.00%,2명,184명
,,,,,,,,,(1명/1명),
271,도봉구 쌍문동,신도봉중학교,238명,71.50%,87.40%,66.80%,60.50%,1.80%,3명,165명
,,,,,,,,,(0명/3명),
272,중구 만리동2가,환일중학교,73명,71.50%,82.20%,63.50%,68.90%,0.00%,0명,56명
,,,,,,,,,(0명/0명),
273,동대문구 답십리동,숭인중학교,119명,71.40%,87.40%,68.10%,58.80%,0.80%,1명,114명
,,,,,,,,,(0명/1명),
274,강서구 화곡동,신정여자중학교,196명,71.40%,89.80%,72.10%,52.30%,0.60%,1명,151명
,,,,,,,,,(0명/1명),
275,서대문구 연희동,신연중학교,168명,71.20%,87.50%,66.90%,59.20%,3.20%,4명,123명
,,,,,,,,,(1명/3명),
276,노원구 중계동,상계제일중학교,262명,71.20%,83.50%,66.20%,63.90%,2.00%,4명,196명
,,,,,,,,,(0명/4명),
277,서대문구 홍제동,인왕중학교,194명,71.10%,82.50%,67.00%,63.90%,0.50%,1명,173명
,,,,,,,,,(0명/1명),
278,마포구 성산동,성서중학교,227명,71.10%,81.10%,70.10%,62.10%,1.20%,2명,162명
,,,,,,,,,(0명/2명),
279,도봉구 도봉동,북서울중학교,211명,71.10%,85.80%,63.50%,64.00%,4.70%,7명,146명
,,,,,,,,,(2명/5명),
280,종로구 혜화동,경신중학교,100명,71.00%,85.10%,66.00%,62.00%,4.00%,3명,75명
,,,,,,,,,(2명/1명),
281,동작구 사당동,사당중학교,170명,70.90%,80.00%,68.20%,64.70%,1.90%,3명,151명
,,,,,,,,,(1명/2명),
282,광진구 화양동,구의중학교,195명,70.90%,83.60%,67.70%,61.50%,0.00%,0명,143명
,,,,,,,,,(0명/0명),
283,종로구 계동,중앙중학교,97명,70.80%,82.50%,66.00%,63.90%,2.90%,2명,67명
,,,,,,,,,(1명/1명),
284,광진구 광장동,광장중학교,307명,70.80%,82.70%,65.50%,64.20%,0.50%,1명,183명
,,,,,,,,,(0명/1명),
285,서대문구 홍은동,홍은중학교,186명,70.70%,80.60%,65.00%,66.70%,2.60%,3명,112명
,,,,,,,,,(0명/3명),
286,강북구 우이동,서라벌중학교,131명,70.50%,84.00%,63.40%,64.10%,2.50%,3명,116명
,,,,,,,,,(1명/2명),
287,성동구 사근동,한양대학교사범대학부속중학교,188명,70.40%,84.60%,64.40%,62.20%,0.60%,1명,144명
,,,,,,,,,(0명/1명),
288,강서구 가양동,경서중학교,86명,70.10%,88.40%,62.80%,59.30%,0.00%,0명,66명
,,,,,,,,,(0명/0명),
289,동작구 대방동,강남중학교,168명,69.80%,82.70%,67.90%,58.90%,1.40%,2명,139명
,,,,,,,,,(1명/1명),
290,양천구 목동,양동중학교,320명,69.70%,86.80%,64.90%,57.60%,0.80%,2명,228명
,,,,,,,,,(0명/2명),
291,노원구 월계동,신창중학교,141명,69.70%,85.80%,68.10%,55.30%,3.00%,3명,98명
,,,,,,,,,(0명/3명),
292,강서구 가양동,공진중학교,67명,69.60%,86.60%,65.70%,56.70%,0.00%,0명,52명
,,,,,,,,,(0명/0명),
293,구로구 궁동,우신중학교,156명,69.60%,87.20%,65.00%,56.70%,2.60%,4명,149명
,,,,,,,,,(1명/3명),
294,은평구 증산동,연서중학교,184명,69.50%,85.30%,62.00%,61.40%,0.00%,0명,129명
,,,,,,,,,(0명/0명),
295,도봉구 쌍문동,효문중학교,192명,69.40%,85.40%,62.00%,60.90%,3.60%,4명,111명
,,,,,,,,,(0명/4명),
296,용산구 보광동,오산중학교,161명,69.30%,76.40%,70.80%,60.90%,1.60%,2명,120명
,,,,,,,,,(2명/0명),
297,구로구 구로동,구로중학교,209명,69.20%,87.10%,60.90%,59.80%,1.40%,2명,141명
,,,,,,,,,(0명/2명),
298,송파구 삼전동,배명중학교,258명,69.20%,83.70%,63.90%,60.10%,1.60%,3명,181명
,,,,,,,,,(2명/1명),
299,강서구 등촌동,등촌중학교,196명,69.20%,84.70%,65.80%,57.10%,0.00%,0명,122명
,,,,,,,,,(0명/0명),
300,강동구 천호동,천일중학교,253명,69.10%,88.90%,60.50%,58.10%,1.20%,2명,160명
,,,,,,,,,(0명/2명),
301,은평구 신사동,덕산중학교,175명,69.10%,80.20%,65.70%,61.40%,0.70%,1명,138명
,,,,,,,,,(0명/1명),
302,구로구 구로동,영림중학교,259명,69.00%,81.90%,65.60%,59.60%,0.50%,1명,173명
,,,,,,,,,(0명/1명),
303,강동구 고덕동,고덕중학교,169명,69.00%,80.50%,66.50%,60.00%,3.00%,5명,165명
,,,,,,,,,(2명/3명),
304,구로구 천왕동,천왕중학교,235명,68.90%,86.80%,65.90%,54.20%,0.40%,1명,225명
,,,,,,,,,(1명/0명),
305,양천구 신월동,양천중학교,297명,68.90%,84.20%,64.30%,58.20%,0.00%,0명,202명
,,,,,,,,,(0명/0명),
306,은평구 갈현동,선정중학교,257명,68.80%,83.30%,63.60%,59.70%,1.10%,2명,179명
,,,,,,,,,(0명/2명),
307,관악구 난곡동,난우중학교,235명,68.80%,86.80%,62.00%,57.60%,0.00%,0명,161명
,,,,,,,,,(0명/0명),
308,광진구 자양동,건국대학교사범대학부속중학교,264명,68.80%,85.20%,63.60%,57.60%,1.80%,4명,211명
,,,,,,,,,(1명/3명),
309,성동구 행당동,행당중학교,112명,68.70%,84.80%,66.10%,55.40%,0.00%,0명,78명
,,,,,,,,,(0명/0명),
310,성동구 성수동2가,경수중학교,169명,68.60%,84.00%,63.90%,58.00%,1.90%,2명,105명
,,,,,,,,,(0명/2명),
311,성북구 정릉동,고려대학교사범대학부속중학교,303명,68.40%,81.50%,61.70%,62.10%,5.60%,14명,249명
,,,,,,,,,(1명/13명),
312,동대문구 장안동,동국대학교사범대학부속중학교,207명,68.40%,82.10%,64.30%,58.90%,1.30%,2명,152명
,,,,,,,,,(1명/1명),
313,강동구 천호동,동신중학교,209명,68.10%,82.80%,60.50%,61.20%,2.30%,4명,172명
,,,,,,,,,(0명/4명),
314,동대문구 청량리동,청량중학교,191명,68.00%,85.30%,64.20%,54.70%,1.40%,2명,139명
,,,,,,,,,(0명/2명),
315,관악구 신림동,남서울중학교,132명,67.90%,84.10%,62.90%,56.80%,0.90%,1명,105명
,,,,,,,,,(1명/0명),
316,중랑구 망우동,영란여자중학교,138명,67.80%,87.00%,68.80%,47.80%,0.00%,0명,98명
,,,,,,,,,(0명/0명),
317,영등포구 대림동,영남중학교,231명,67.80%,84.00%,60.60%,58.90%,0.00%,0명,179명
,,,,,,,,,(0명/0명),
318,성북구 하월곡동,숭곡중학교,200명,67.80%,80.00%,65.70%,57.70%,1.90%,4명,209명
,,,,,,,,,(1명/3명),
319,강북구 번동,번동중학교,229명,67.80%,83.80%,67.20%,52.40%,1.30%,2명,151명
,,,,,,,,,(0명/2명),
320,관악구 신림동,남강중학교,172명,67.20%,84.90%,57.60%,59.30%,0.00%,0명,114명
,,,,,,,,,(0명/0명),
321,은평구 구산동,구산중학교,292명,67.20%,82.50%,63.40%,55.80%,1.50%,3명,192명
,,,,,,,,,(1명/2명),
322,광진구 자양동,신양중학교,129명,67.10%,82.90%,62.80%,55.80%,2.30%,2명,86명
,,,,,,,,,(1명/1명),
323,도봉구 쌍문동,백운중학교,233명,67.10%,82.80%,60.10%,58.40%,4.90%,7명,142명
,,,,,,,,,(0명/7명),
324,도봉구 도봉2동,도봉중학교,256명,67.10%,85.60%,62.20%,53.50%,2.20%,3명,133명
,,,,,,,,,(2명/1명),
325,구로구 개봉동,개봉중학교,205명,66.90%,81.90%,58.50%,60.50%,0.00%,0명,141명
,,,,,,,,,(0명/0명),
326,동작구 사당4동,남성중학교,148명,66.70%,81.80%,56.10%,62.20%,0.00%,0명,123명
,,,,,,,,,(0명/0명),
327,중랑구 망우동,송곡여자중학교,69명,66.60%,87.00%,62.90%,50.00%,1.50%,1명,64명
,,,,,,,,,(0명/1명),
328,양천구 신월2동,신남중학교,254명,66.50%,81.10%,59.10%,59.40%,0.50%,1명,184명
,,,,,,,,,(0명/1명),
329,은평구 응암동,영락중학교,250명,66.50%,77.60%,61.70%,60.20%,2.70%,6명,222명
,,,,,,,,,(0명/6명),
330,은평구 신사동,상신중학교,203명,66.30%,81.80%,64.50%,52.70%,0.70%,1명,128명
,,,,,,,,,(0명/1명),
331,동대문구 장안동,장평중학교,268명,66.20%,81.40%,59.10%,58.20%,1.30%,3명,219명
,,,,,,,,,(1명/2명),
332,강북구 수유동,화계중학교,181명,66.10%,87.90%,55.30%,55.20%,3.20%,4명,124명
,,,,,,,,,(1명/3명),
333,은평구 불광동,연신중학교,207명,66.00%,77.80%,60.40%,59.90%,0.00%,0명,132명
,,,,,,,,,(0명/0명),
334,강동구 천호동,천호중학교,239명,65.70%,83.30%,59.00%,54.80%,1.20%,2명,163명
,,,,,,,,,(0명/2명),
335,관악구 봉천동,봉림중학교,151명,65.50%,78.20%,55.60%,62.90%,3.30%,3명,90명
,,,,,,,,,(1명/2명),
336,광진구 중곡동,용곡중학교,338명,65.50%,81.70%,57.80%,57.20%,0.90%,2명,210명
,,,,,,,,,(0명/2명),
337,동대문구 휘경동,휘경중학교,154명,65.30%,78.60%,58.40%,59.10%,1.10%,1명,84명
,,,,,,,,,(0명/1명),
338,금천구 독산동,가산중학교,172명,65.30%,87.20%,54.70%,54.10%,1.60%,2명,118명
,,,,,,,,,(0명/2명),
339,성동구 성수동2가,성원중학교,123명,65.30%,83.80%,58.50%,53.70%,2.50%,2명,77명
,,,,,,,,,(1명/1명),
340,동작구 상도동,강현중학교,170명,65.20%,82.90%,59.40%,53.50%,0.70%,1명,128명
,,,,,,,,,(1명/0명),
341,강서구 공항동,송정중학교,92명,65.20%,79.30%,57.60%,58.70%,1.70%,1명,58명
,,,,,,,,,(0명/1명),
342,강서구 방화동,방화중학교,177명,65.00%,79.20%,62.10%,53.70%,0.00%,0명,133명
,,,,,,,,,(0명/0명),
343,관악구 봉천동,당곡중학교,243명,64.90%,83.90%,55.30%,55.60%,1.10%,2명,174명
,,,,,,,,,(2명/0명),
344,중랑구 면목동,면목중학교,238명,64.80%,83.60%,54.40%,56.50%,0.00%,0명,166명
,,,,,,,,,(0명/0명),
345,금천구 시흥동,문일중학교,177명,64.80%,81.40%,55.90%,57.10%,0.00%,0명,132명
,,,,,,,,,(0명/0명),
346,중랑구 면목동,용마중학교,213명,64.60%,79.80%,61.20%,53.00%,0.60%,1명,148명
,,,,,,,,,(0명/1명),
347,강북구 수유동,인수중학교,208명,64.20%,77.40%,59.10%,56.20%,1.30%,2명,147명
,,,,,,,,,(0명/2명),
348,양천구 신월동,양강중학교,350명,64.10%,75.70%,58.20%,58.60%,1.00%,3명,275명
,,,,,,,,,(1명/2명),
349,구로구 고척동,오류중학교,221명,63.90%,80.50%,52.90%,58.40%,0.90%,1명,106명
,,,,,,,,,(0명/1명),
350,성북구 석관동,석관중학교,243명,63.90%,79.80%,59.70%,52.30%,4.30%,7명,161명
,,,,,,,,,(2명/5명),
351,중랑구 중화동,중랑중학교,206명,63.90%,84.50%,55.30%,51.90%,1.30%,2명,145명
,,,,,,,,,(0명/2명),
352,동대문구 전농1동,동대문중학교,254명,63.80%,79.90%,58.00%,53.70%,1.90%,3명,157명
,,,,,,,,,(0명/3명),
353,금천구 독산동,세일중학교,163명,63.80%,76.70%,57.70%,57.10%,0.60%,1명,148명
,,,,,,,,,(1명/0명),
354,중랑구 중화1동,장안중학교,204명,63.70%,84.30%,55.10%,51.70%,0.00%,0명,149명
,,,,,,,,,(0명/0명),
355,성북구 안암동2가,용문중학교,119명,63.70%,79.00%,53.30%,58.80%,0.00%,0명,73명
,,,,,,,,,(0명/0명),
356,관악구 신림동,신림중학교,167명,63.60%,73.60%,55.10%,62.30%,0.00%,0명,116명
,,,,,,,,,(0명/0명),
357,성북구 성북동,홍익대학교사범대학부속중학교,190명,63.50%,77.90%,55.80%,56.80%,0.00%,0명,98명
,,,,,,,,,(0명/0명),
358,강북구 수유동,수유중학교,177명,63.50%,81.40%,59.90%,49.20%,0.60%,1명,153명
,,,,,,,,,(0명/1명),
359,관악구 신림동,신관중학교,128명,63.30%,80.50%,55.50%,53.90%,0.00%,0명,80명
,,,,,,,,,(0명/0명),
360,은평구 증산동,증산중학교,168명,63.10%,78.60%,57.40%,53.30%,3.70%,3명,81명
,,,,,,,,,(1명/2명),
361,금천구 독산동,난곡중학교,146명,62.80%,83.60%,52.70%,52.10%,0.00%,0명,115명
,,,,,,,,,(0명/0명),
362,구로구 구로동,영서중학교,240명,62.70%,77.10%,53.10%,57.90%,1.00%,2명,187명
,,,,,,,,,(0명/2명),
363,양천구 신월동,신화중학교,309명,62.60%,81.20%,55.80%,51.00%,2.50%,5명,198명
,,,,,,,,,(1명/4명),
364,강서구 화곡동,화원중학교,266명,62.10%,79.20%,56.40%,50.90%,0.00%,0명,166명
,,,,,,,,,(0명/0명),
365,금천구 독산동,문성중학교,158명,61.60%,80.40%,55.10%,49.40%,0.90%,1명,107명
,,,,,,,,,(0명/1명),
366,노원구 월계동,월계중학교,172명,61.60%,75.60%,59.30%,50.00%,1.00%,1명,98명
,,,,,,,,,(0명/1명),
367,중랑구 면목동,중화중학교,256명,61.30%,80.50%,53.10%,50.40%,0.50%,1명,170명
,,,,,,,,,(0명/1명),
368,영등포구 대림동,대림중학교,215명,60.30%,81.40%,49.30%,50.20%,0.00%,0명,123명
,,,,,,,,,(0명/0명),
369,강북구 번동,수송중학교,192명,60.20%,79.70%,50.00%,51.00%,3.60%,5명,137명
,,,,,,,,,(2명/3명),
370,영등포구 신길동,대영중학교,231명,59.30%,76.60%,47.90%,53.40%,1.00%,2명,185명
,,,,,,,,,(0명/2명),
371,금천구 시흥동,한울중학교,227명,58.90%,75.80%,47.60%,53.30%,0.00%,0명,182명
,,,,,,,,,(0명/0명),
372,중구 인현동2가,덕수중학교,90명,58.10%,76.70%,50.00%,47.80%,5.90%,4명,67명
,,,,,,,,,(0명/4명),
373,성북구 장위동,남대문중학교,219명,56.50%,73.60%,47.90%,48.20%,0.70%,1명,140명
,,,,,,,,,(0명/1명),
374,도봉구 방학동,방학중학교,222명,56.10%,75.70%,46.00%,46.80%,2.60%,4명,149명
,,,,,,,,,(0명/4명),
375,종로구 혜화동,동성중학교,155명,55.90%,73.60%,48.40%,45.80%,0.00%,0명,86명
,,,,,,,,,(0명/0명),
376,구로구 개봉동,개웅중학교,278명,55.40%,72.90%,44.80%,48.60%,1.60%,3명,186명
,,,,,,,,,(1명/2명),
377,중랑구 망우동,봉화중학교,134명,54.20%,76.10%,43.40%,43.30%,0.00%,0명,95명
,,,,,,,,,(0명/0명),
378,은평구 응암동,충암중학교,288명,52.60%,66.40%,46.00%,45.50%,1.90%,4명,201명
,,,,,,,,,(2명/2명),
379,중랑구 망우동,동원중학교,109명,51.90%,77.00%,37.60%,41.30%,0.90%,1명,107명
,,,,,,,,,(0명/1명),
380,양천구 신월동,신원중학교,149명,51.40%,68.50%,42.30%,43.60%,0.00%,0명,100명
,,,,,,,,,(0명/0명),
381,양천구 신월동,양서중학교,174명,49.50%,69.00%,37.70%,42.00%,0.00%,0명,140명
,,,,,,,,,(0명/0명),
382,송파구 방이동,서울체육중학교,51명,45.70%,72.60%,51.00%,13.70%,0.00%,0명,49명
,,,,,,,,,(0명/0명),
,,평균,"83,639명",77.90%,88.60%,75.00%,70.20%,2.30%,"1,797명","65,165명"
